Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
0,"J. Vatrál, R. Boča","Electrochemical studies of interactions between Fe(II)/Fe(III) and amino acids using ferrocene-modified carbon paste electrode",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923045668&doi=10.1515%2fnbec-2015-0003&partnerID=40&md5=1e9936e36f580201e604a405a409a92e","",60,"2016-12-21","Article","10.1515/nbec-2015-0003","","",13,2,130,136,0
1,"V. Frišták, M. Valovčiaková, M. Pipíška, J. Lesný","The influence of chemical modification on the Co2+ ion sorption process by anaerobic sludge",2014,"Polish Journal of Environmental Studies","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901946632&partnerID=40&md5=79e8c6f1f7eb4826596a4ad4ea45786b","",61,"2016-12-21","Article","","","",23,3,705,712,1
9,"V. Frišták, M. Pipíška, M. Valovčiaková, J. Lesný, M. Rozložník","Monitoring 60Co activity for the characterization of the sorption process of Co2+ ions in municipal activated sludge",2014,"Journal of Radioanalytical and Nuclear Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894752059&doi=10.1007%2fs10967-013-2821-3&partnerID=40&md5=5e6add003c8c3067d1b8a5cda29afa03","",62,"2016-12-21","Article","10.1007/s10967-013-2821-3","","",299,3,1607,1614,9
0,"B.M. Richveisová, Z. Dürešová, M. Horník, J. Augustín, M. Pipíška","Distribution of zinc and cadmium in tissues of giant reed (Arundo donax L.): Sequential extraction - Radiometric study",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924526071&doi=10.2478%2fnbec-2014-0005&partnerID=40&md5=43dbd92acc17833561612ca5dca49af2","",63,"2016-12-21","Article","10.2478/nbec-2014-0005","","",13,1,38,47,0
0,"L. Remenárová, M. Pipíška, E. Florková, J. Augustín, M. Rozložník, S. Hostin, M. Horník","Radiocesium adsorption by zeolitic materials synthesized from coal fly ash",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924525636&doi=10.2478%2fnbec-2014-0007&partnerID=40&md5=3a37c242e11912b02634ddfdeb01afa5","",64,"2016-12-21","Article","10.2478/nbec-2014-0007","","",13,1,57,72,0
14,"J. Uhrovčík","Strategy for determination of LOD and LOQ values - Some basic aspects",2014,"Talanta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888388667&doi=10.1016%2fj.talanta.2013.10.061&partnerID=40&md5=981dc94a2af1e77e4fa1718123b67368","",65,"2016-12-21","Article","10.1016/j.talanta.2013.10.061","","",119,0,178,180,14
1,"M. Ligor, J. Kováčová, R.M. Gadzała-Kopciuch, S. Studzińska, Sz. Bocian, J. Lehotay, B. Buszewski","Study of RP HPLC retention behaviours in analysis of carotenoids",2014,"Chromatographia","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904973356&doi=10.1007%2fs10337-014-2657-1&partnerID=40&md5=92067fc4bbd2d44ce8f240ab67c4b609","",66,"2016-12-21","Article","10.1007/s10337-014-2657-1","","",77,15,1047,1057,1
0,"M. Makohusová, V. Mrázová, M. Kopáni, R. Boča","Magnetic deposits of iron oxides in the human brain",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924525597&doi=10.2478%2fnbec-2014-0006&partnerID=40&md5=ea0256715f4ae1c379c45cf64ffd50ef","",67,"2016-12-21","Article","10.2478/nbec-2014-0006","","",13,1,48,56,0
1,"V. Frišták, W. Friesl-Hanl, M. Pipíška, B.R. Micháleková, G. Soja","The response of artificial aging to sorption properties of biochar for potentially toxic heavy metals",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922993892&doi=10.1515%2fnbec-2015-0004&partnerID=40&md5=28e6624a33e795f89280cf514910f6e1","",68,"2016-12-21","Article","10.1515/nbec-2015-0004","","",13,2,137,147,1
6,"J. Romiszewski, Z. Puterová-Tokarová, J. Mieczkowski, E. Gorecka","Optical properties of thiophene-containing liquid crystalline and hybrid liquid crystalline materials",2014,"New Journal of Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902665726&doi=10.1039%2fc4nj00298a&partnerID=40&md5=542efa9562e8e9c1703a579320a79f33","",69,"2016-12-21","Article","10.1039/c4nj00298a","","",38,7,2927,2934,6
2,"M. Havrlentová, I. Pšenáková, A. Žofajová, L. Rückschloss, J. Kraic","Anthocyanins in wheat seed - A mini review",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924526995&doi=10.2478%2fnbec-2014-0001&partnerID=40&md5=d754ee07f0ad8d988424e356d18158d8","",70,"2016-12-21","Review","10.2478/nbec-2014-0001","","",13,1,1,12,2
2,"B. Vidová, Z. Šramková, L. Tišáková, M. Oravkinová, A. Godány","Bioinformatics analysis of bacteriophage and prophage endolysin domains",2014,"Biologia (Poland)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897084862&doi=10.2478%2fs11756-014-0358-8&partnerID=40&md5=55c66e15d476258c63c32859288d3bbb","",71,"2016-12-21","Article","10.2478/s11756-014-0358-8","","",69,5,541,556,2
0,"L. Huraj, V. Siládi","Evaluating grid computing platform for snow cover",2014,"Journal of Scientific and Industrial Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916606156&partnerID=40&md5=ee0a7365b858e4a470c078a751a8fd17","",72,"2016-12-21","Article","","","",73,12,751,755,0
3,"L. Tišáková, B. Vidová, J. Farkašovská, A. Godány","Bacteriophage endolysin Lyt μ1/6: Characterization of the C-terminal binding domain",2014,"FEMS Microbiology Letters","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893002866&doi=10.1111%2f1574-6968.12338&partnerID=40&md5=9022071c2f587a8b5ba9b3e801087252","",73,"2016-12-21","Article","10.1111/1574-6968.12338","","",350,2,199,208,3
4,"K. Majzlová, Š. Janeček","Two structurally related starch-binding domain families CBM25 and CBM26",2014,"Biologia (Poland)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907562690&doi=10.2478%2fs11756-014-0415-3&partnerID=40&md5=3fcad3fa67602b67fe27169e414ffe1a","",74,"2016-12-21","Review","10.2478/s11756-014-0415-3","","",69,9,1087,1096,4
0,"P. Nemeček, D. Kružlicová, L. Remenárová","Application of ANN for prediction of Co2+, Cd2+ and Zn2+ ions uptake by R. squarrosus biomass in single and binary mixtures",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924527012&doi=10.2478%2fnbec-2014-0008&partnerID=40&md5=d53e52097ee72b70ea5c4d8f0a667493","",75,"2016-12-21","Article","10.2478/nbec-2014-0008","","",13,1,73,85,0
1,"E. Ivanišová, M. Ondrejovič, D. Chmelová, T. Maliar, M. Havrlentová, L'. Rückschloss","Antioxidant activity and polyphenol content in milling fractions of purple wheat",2014,"Cereal Research Communications","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923043142&doi=10.1556%2fCRC.2014.0008&partnerID=40&md5=f0bad0a1db362aa2d80793b1eadd24c8","",76,"2016-12-21","Article","10.1556/CRC.2014.0008","","",42,4,578,588,1
8,"S. Hazra, A. Karmakar, M.F.C. Guedes Da Silva, Ľ. Dlháň, R. Boča, A.J.L. Pombeiro","Dinuclear based polymeric copper(II) complexes derived from a Schiff base ligand: Effect of secondary bridging moieties on geometrical orientations and magnetic properties",2014,"Inorganic Chemistry Communications","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901928087&doi=10.1016%2fj.inoche.2014.05.025&partnerID=40&md5=776ba5b9e5ca9c07b459a2b946325eff","",77,"2016-12-21","Article","10.1016/j.inoche.2014.05.025","","",46,0,113,117,8
0,"A. Bednárová, R. Kranvogl, D. Brodnjak-vončina, T. Jug","Prediction of wine sensorial quality by routinely measured chemical properties",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923060249&doi=10.1515%2fnbec-2015-0008&partnerID=40&md5=f6afc4ca70f2dd445a7a23f5a205cf13","",78,"2016-12-21","Article","10.1515/nbec-2015-0008","","",13,2,182,196,0
0,"P. Kováčik, M. Havrlentová, V. Šimanský","Growth and yield stimulation of winter oilseed rape (Brasssica Napus L.) by Mg-Titanit fertiliser",2014,"Agriculture","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924965072&doi=10.1515%2fagri-2015-0002&partnerID=40&md5=43e87e828bfb088ac014efd761cacc86","",79,"2016-12-21","Article","10.1515/agri-2015-0002","","",60,4,132,141,0
0,"K. Ondreičková, A. Ficek, D. Mihálik, M. Gubišová, M. Hudcovicová, H. Drahovská, J. Kraic","Bacterial communities in rhizosphere of maize studied by T-RFLP",2014,"Agriculture","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918836221&doi=10.2478%2fagri-2014-0011&partnerID=40&md5=8fa2d2659f19900faab90892b3f4b1da","",80,"2016-12-21","Article","10.2478/agri-2014-0011","","",60,3,98,104,0
0,"V. Frecer, S. Miertus","Rational design of antiviral compounds",2014,"Current Pharmaceutical Design","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903714932&doi=10.2174%2f138161282021140530105934&partnerID=40&md5=bee55025ae6223f76d5d9900ededf79c","",81,"2016-12-21","Editorial","10.2174/138161282021140530105934","","",20,21,3387,3388,0
0,"M. Ondrejovič, D. Chmelová, E. Ivanišová, Š. Dráb, V. Psota","Evaluation of antioxidant activities of cereals and their malts",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922989357&doi=10.1515%2fnbec-2015-0007&partnerID=40&md5=7daffcf03b323487856b2d4e2ee54a72","",82,"2016-12-21","Article","10.1515/nbec-2015-0007","","",13,2,172,181,0
1,"R. Uhrecký, J. Pavlik, Z. Ru˚žičková, ̗. Dlháň, M. Koman, R. Boča, J. Moncoľ","Synthesis, crystal structure and magnetism of iron(III) and manganese(III) dipicolinates with pyridinemethanols",2014,"Journal of Molecular Structure","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905978779&doi=10.1016%2fj.molstruc.2014.07.037&partnerID=40&md5=9ae8aeeb87bd93b16cea002e40231c5f","",83,"2016-12-21","Article","10.1016/j.molstruc.2014.07.037","","",1076,0,10,19,1
3,"F. Berti, V. Frecer, S. Miertus","Inhibitors of HIV-Protease from computational design. A history of theory and synthesis still to be fully appreciated",2014,"Current Pharmaceutical Design","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903746519&doi=10.2174%2f13816128113199990628&partnerID=40&md5=b37a5e84ee7b7a193b3d1928a4f772ca","",84,"2016-12-21","Review","10.2174/13816128113199990628","","",20,21,3398,3411,3
1,"I. Dokupilová, D. Migliaro, D. Mihálik, M. Crespan, J. Kraic","Genotyping of Vitis vinifera L. within the Slovak national collection of genetic resources",2014,"Central European Journal of Biology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902662819&doi=10.2478%2fs11535-014-0314-1&partnerID=40&md5=f96c48eec377ffe175b2bd8e58340901","",85,"2016-12-21","Article","10.2478/s11535-014-0314-1","","",9,8,761,767,1
6,"F. Delporte, A. Pretova, P. du Jardin, B. Watillon","Morpho-histology and genotype dependence of in vitro morphogenesis in mature embryo cultures of wheat",2014,"Protoplasma","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919438890&doi=10.1007%2fs00709-014-0647-7&partnerID=40&md5=2cf214705f23d65a376e73600a99ea1d","",86,"2016-12-21","Article","10.1007/s00709-014-0647-7","","",251,6,1455,1470,6
2,"M. Miglierini, R. Boča, M. Kopáni, A. Lančok","Mössbauer and squid characterization of iron in human tissue: Case of Globus Pallidus",2014,"Acta Physica Polonica A","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902202968&doi=10.12693%2fAPhysPolA.126.240&partnerID=40&md5=939bc879732177f459558191221fa4f4","",87,"2016-12-21","Conference Paper","10.12693/APhysPolA.126.240","","",126,1,240,241,2
1,"M. Miglierini, A. Lančok, M. Kopáni, R. Boča","Mössbauer spectroscopy of Basal Ganglia",2014,"AIP Conference Proceedings","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911373694&doi=10.1063%2f1.4898624&partnerID=40&md5=9da1eb0fe158e99578c7ca3993a82d2a","",88,"2016-12-21","Conference Paper","10.1063/1.4898624","","",1622,0,149,156,1
1,"Z. Martinakova, J. Horilova, I. Lajdova, A. Marcek Chorvatova","Time-resolved fluorescence monitoring of cholesterol in peripheral blood mononuclear cells",2014,"Proceedings of SPIE - The International Society for Optical Engineering","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922821875&doi=10.1117%2f12.2074288&partnerID=40&md5=35608f7152e5e069b1d0774f2d6cc984","",89,"2016-12-21","Conference Paper","10.1117/12.2074288","","",9441,0,0,0,1
9,"A. Kopcakova, Z. Stramova, S. Kvasnova, A. Godany, Z. Perhacova, P. Pristas","Need for database extension for reliable identification of bacteria from extreme environments using MALDI TOF mass spectrometry",2014,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912569270&doi=10.2478%2fs11696-014-0612-0&partnerID=40&md5=201d5ed9e4af06f6e7050721766228e5","",90,"2016-12-21","Article","10.2478/s11696-014-0612-0","","",68,11,1435,1442,9
0,"P. Seneci, G. Fassina, V. Frecer, S. Miertus","The effects of combinatorial chemistry and technologies on drug discovery and biotechnology - A mini review",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923030186&doi=10.1515%2fnbec-2015-0001&partnerID=40&md5=6931a49f317a85063ee665dc98084e3e","",91,"2016-12-21","Review","10.1515/nbec-2015-0001","","",13,2,87,108,0
0,"M. Sák, I. Dokupilová, D. Mihálik, J. Lakatošová, M. Gubišová, J. Kraic","Elicitation ofphenolic compounds in cell culture of Vitis vinifera L. by Phaeomoniella chlamydospora",2014,"Nova Biotechnologica et Chimica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923039802&doi=10.1515%2fnbec-2015-0006&partnerID=40&md5=e34e39978ec7307db6323162acbf1e2a","",92,"2016-12-21","Article","10.1515/nbec-2015-0006","","",13,2,162,171,0
2,"U. Thanyarat, R. Thanyada, F. Vladimir, S. Pierfausto, M. Stanislav, B. Urban","Drugs against avian influenza A virus: Design of novel sulfonate inhibitors of neuraminidase N1",2014,"Current Pharmaceutical Design","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903693173&doi=10.2174%2f13816128113199990629&partnerID=40&md5=fc9548df5b0a9ba71fff22c7cf19afac","",93,"2016-12-21","Article","10.2174/13816128113199990629","","",20,21,3478,3487,2
10,"O.V. Nesterova, E.N. Chygorin, V.N. Kokozay, V.V. Bon, I.V. Omelchenko, O.V. Shishkin, J. Titiš, R. Boča, A.J.L. Pombeiro, A. Ozarowski","Magnetic, high-field EPR studies and catalytic activity of Schiff base tetranuclear CuII<inf>2</inf>FeIII<inf>2</inf> complexes obtained by direct synthesis",2013,"Dalton Transactions","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888264225&doi=10.1039%2fc3dt51800k&partnerID=40&md5=9e140758d8ac0b8b00d7a23fd9affeab","",94,"2016-12-21","Article","10.1039/c3dt51800k","","",42,48,16909,16919,10
1,"V.F. Shul'gin, O.V. Konnik, A.N. Gusev, R. Boča, L. Dlháň, E.B. Rusanov, G.G. Alexandrov, I.L. Eremenko, W. Linert","Spacer-armed copper(ii) complexes with benzenecarboxylic acids and trifluoroacetylacetone aroylhydrazones",2013,"Dalton Transactions","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888231257&doi=10.1039%2fc3dt52483c&partnerID=40&md5=015774443e97ee3f840de8103ced4b92","",95,"2016-12-21","Article","10.1039/c3dt52483c","","",42,48,16878,16886,1
4,"M. Vierikova, E. Hrnciarikova, J. Lehotay","Determination of natamycin content in cheese using ultra peormance liquid chromatography-mass spectrometry",2013,"Journal of Liquid Chromatography and Related Technologies","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887902412&doi=10.1080%2f10826076.2012.731671&partnerID=40&md5=07571e402ae64e6ffe8154760abeb6f4","",96,"2016-12-21","Article","10.1080/10826076.2012.731671","","",36,20,2933,2943,4
12,"D. Kruzlicova, T. Fiket, G. Kniewald","Classification of Croatian wine varieties using multivariate analysis of data obtained by high resolution ICP-MS analysis",2013,"Food Research International","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883258501&doi=10.1016%2fj.foodres.2013.07.053&partnerID=40&md5=a92191fed307fd7820a3c25f9928da15","",97,"2016-12-21","Article","10.1016/j.foodres.2013.07.053","","",54,1,621,626,12
6,"M. Idešicová, R. Boča","Magnetism, IR and Raman spectra of a tetracoordinate and hexacoordinate Co(II) complexes derived from aminopyrimidine",2013,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885029228&doi=10.1016%2fj.ica.2013.09.002&partnerID=40&md5=1d8737de9d3ed34c4f8e7337ebcb6e68","",98,"2016-12-21","Article","10.1016/j.ica.2013.09.002","","",408,0,162,171,6
0,"R. Halenar","Tollerance coefficients of stability in linear dynamic system calculated in Matlab environment",2013,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884911425&doi=10.4028%2fwww.scientific.net%2fAMR.774-776.1869&partnerID=40&md5=96b554bca9c98d03548735a6775f0173","",99,"2016-12-21","Conference Paper","10.4028/www.scientific.net/AMR.774-776.1869","","",774,0,1869,1872,0
8,"C. Rajnák, J. Titiš, I. Šalitroš, R. Boča, O. Fuhr, M. Ruben","Zero-field splitting in pentacoordinate Co(II) complexes",2013,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883224044&doi=10.1016%2fj.poly.2013.08.029&partnerID=40&md5=03147dbaa4b95f6bf5b41e406bab50b3","",100,"2016-12-21","Article","10.1016/j.poly.2013.08.029","","",65,0,122,128,8
1,"M. Hudcovicová, K. Ondreičková, P. Hauptvogel, J. Kraic","Genetic diversity in domestic and introduced wheats",2013,"Agriculture","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886992301&doi=10.2478%2fagri-2013-0009&partnerID=40&md5=052c3698849a6ebb326a4a332ca5d1cb","",101,"2016-12-21","Article","10.2478/agri-2013-0009","","",59,3,101,110,1
3,"D. Kavšek, A. Bednárová, M. Biro, R. Kranvogl, D.B. Vončina, E. Beinrohr","Characterization of Slovenian coal and estimation of coal heating value based on proximate analysis using regression and artificial neural networks",2013,"Central European Journal of Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879829651&doi=10.2478%2fs11532-013-0280-x&partnerID=40&md5=0d862492a426c2f52b8b07f682476041","",102,"2016-12-21","Article","10.2478/s11532-013-0280-x","","",11,9,1481,1491,3
2,"M. Havrlentová, A. Hlinková, A. Žofajová, P. Kováčik, D. Dvončová, A. Deáková","Effect of fertilization on ß-d-glucan content in oat Grain (Avena Sativa L.)",2013,"Agriculture","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887259307&doi=10.2478%2fagri-2013-0010&partnerID=40&md5=1e9aec969ac8563b1605610cc9373b24","",103,"2016-12-21","Article","10.2478/agri-2013-0010","","",59,3,111,119,2
0,"R. Halenar","Tollerance of linear dynamic system calculated in Matlab environment",2013,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883007537&doi=10.4028%2fwww.scientific.net%2fAMM.336-338.604&partnerID=40&md5=0c64818fc715e1ae965484ea18de2a36","",104,"2016-12-21","Conference Paper","10.4028/www.scientific.net/AMM.336-338.604","","",336,0,604,607,0
21,"M. Idešicová, J. Titiš, J. Krzystek, R. Boča","Zero-field splitting in pseudotetrahedral Co(II) complexes: A magnetic, high-frequency and-field EPR, and computational study",2013,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882616126&doi=10.1021%2fic400980b&partnerID=40&md5=dde47e596abbfec402563a8f43b36c14","",105,"2016-12-21","Article","10.1021/ic400980b","","",52,16,9409,9417,21
1,"L. Huraj, V. Siládi, J. Škrinárová, V. Bojdová","Towards a VO intersection trust model for ad hoc grid environment: Design and simulation results",2013,"IAENG International Journal of Computer Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881249916&partnerID=40&md5=520708c859141fb0d4c69a44d88f0394","",106,"2016-12-21","Article","","","",40,2,53,61,1
1,"K. Boronová, J. Lehotay, K. Hroboňová, D.W. Armstrong","Study of physicochemical interaction of aryloxyaminopropanol derivatives with teicoplanin and vancomycin phases in view of quantitative structure-property relationship studies",2013,"Journal of Chromatography A","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879889168&doi=10.1016%2fj.chroma.2013.05.046&partnerID=40&md5=8018c41c276ddc449c91433aa5ffdccf","",107,"2016-12-21","Article","10.1016/j.chroma.2013.05.046","","",1301,0,38,47,1
3,"A. Hlinková, A. Bednárová, M. Havrlentová, J. Šupová, I. Čičová","Evaluation of fatty acid composition among selected amaranth grains grown in two consecutive years",2013,"Biologia (Poland)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878998720&doi=10.2478%2fs11756-013-0190-6&partnerID=40&md5=5c5b75a7e6fe7c35d77764f116075aee","",108,"2016-12-21","Article","10.2478/s11756-013-0190-6","","",68,4,641,650,3
5,"A. Bednárová, R. Kranvogl, D.B. Vončina, T. Jug, E. Beinrohr","Characterization of Slovenian wines using multidimensional data analysis from simple enological descriptors",2013,"Acta Chimica Slovenica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880657952&partnerID=40&md5=e7af2fa069960f6bbb73a206c1110f2c","",109,"2016-12-21","Article","","","",60,2,274,286,5
1,"D. Kavšek, T. Jerič, A.M. Le Marechal, S. Vajnhandl, A. Bednárová, D.B. Vončina","Multivariate analysis and chemometric characterisation of textile wastewater streams",2013,"Acta Chimica Slovenica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880665015&partnerID=40&md5=927451d327e5f06c1eead5f2670a3b5d","",110,"2016-12-21","Article","","","",60,2,375,382,1
4,"R. Uhrecký, J. Moncoľ, M. Koman, J. Titiš, R. Boča","Structure and magnetism of a Mn(iii)-Mn(ii)-Mn(ii)-Mn(iii) chain complex",2013,"Dalton Transactions","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881031745&doi=10.1039%2fc3dt50940k&partnerID=40&md5=2a392b0d19af19f6dbe8b9e027c07c06","",111,"2016-12-21","Article","10.1039/c3dt50940k","","",42,26,9490,9494,4
5,"K. Matelková, K. Ossberger, J. Hudák, J. Vatrál, R. Boča, W. Linert","Redox activity of some non-innocent amino acids",2013,"Monatshefte fur Chemie","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879106454&doi=10.1007%2fs00706-013-0972-0&partnerID=40&md5=5f584f55b01e8e6bd788b3d30ce2595b","",112,"2016-12-21","Article","10.1007/s00706-013-0972-0","","",144,7,937,949,5
11,"J. Titiš, J. Miklovič, R. Boča","Magnetostructural study of tetracoordinate cobalt(II) complexes",2013,"Inorganic Chemistry Communications","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879233246&doi=10.1016%2fj.inoche.2013.05.031&partnerID=40&md5=217ba670a430b484991094413342b8ff","",113,"2016-12-21","Article","10.1016/j.inoche.2013.05.031","","",35,0,72,75,11
5,"Z. Puterova-Tokarva, V. Mrázová, R. Boča","Magnetism of novel Schiff-base copper(II) complexes derived from aminoacids",2013,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879057766&doi=10.1016%2fj.poly.2013.05.045&partnerID=40&md5=d96c80ebc92ca249d2e10bfb859b9a23","",114,"2016-12-21","Article","10.1016/j.poly.2013.05.045","","",61,0,87,93,5
9,"R. Uhrecký, Z. Padělková, J. Moncol, M. Koman, L. Dlháň, J. Titiš, R. Boča","Synthesis, crystal structure, spectra and magnetic properties of new manganese(III) and iron(III) dipicolinate complexes",2013,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876186512&doi=10.1016%2fj.poly.2013.03.026&partnerID=40&md5=eef71cdd408a4a5690795bed0141384e","",115,"2016-12-21","Article","10.1016/j.poly.2013.03.026","","",56,0,9,17,9
0,"J. Hudák, T. Mikysek, R. Boča, K. Vytřas","Abrasive voltammetry of trinuclear cobalt-benzoato complex with iso-nicotinamide at a carbon paste electrode, erratum (Vol. 8, Page 4792, 2013)",2013,"International Journal of Electrochemical Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878982748&partnerID=40&md5=7ef13fee820831df0d7fee4d0c49a8b9","",116,"2016-12-21","Erratum","","","",8,6,8922,0,0
6,"A. Packová, J. Miklovič, J. Titiš, M. Koman, R. Boča","Positive zero-field splitting in a hexacoordinate nickel(II) complex",2013,"Inorganic Chemistry Communications","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875953609&doi=10.1016%2fj.inoche.2013.03.013&partnerID=40&md5=29ae75e83e95a335c0aa09da22a34d92","",117,"2016-12-21","Article","10.1016/j.inoche.2013.03.013","","",32,0,9,11,6
0,"M. Havrlentová, Z. Petruláková, A. Burgárová, S. Gavurníková, V. Červená, E. Šturdík, J. Kraic, A. Žofajová","Properties of cereal β-D-glucan hydrocolloids and their effect on bread and ketchup parameters",2013,"Polish Journal of Food and Nutrition Sciences","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881606583&doi=10.2478%2fv10222-012-0074-4&partnerID=40&md5=61ee466d289634d0c4aef4bfae6aa36a","",118,"2016-12-21","Article","10.2478/v10222-012-0074-4","","",63,2,79,86,0
8,"S. Öz, J. Titiš, H. Nazir, O. Atakol, R. Boča, I. Svoboda, H. Fuess","Synthesis, structure and magnetic properties of Ni(II)-Co(II) heterodinuclear complexes with ONNO type Schiff bases as ligands",2013,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877813308&doi=10.1016%2fj.poly.2013.04.047&partnerID=40&md5=4c0ee07193383cca592c2b15f73baed1","",119,"2016-12-21","Article","10.1016/j.poly.2013.04.047","","",59,0,1,7,8
1,"J. Hudák, T. Mikysek, R. Boča, K. Vytřas","Abrasive voltammetry of trinuclear cobalt-benzoato complex with iso-nicotinamide at a carbon paste electrode",2013,"International Journal of Electrochemical Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876094590&partnerID=40&md5=1db04394f49c523378bb24decaa8330e","",120,"2016-12-21","Article","","","",8,4,4792,4796,1
1,"R. Gašparová, P. Koiš, M. Lácová, S. Kováčová, A. Boháč","Synthesis, reactions and antineoplastic activity of 3-(2-oxo-2H-chromen-3- yl)-2-oxo-2H,5H-pyrano[3,2-c]chromene derivatives",2013,"Central European Journal of Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873344358&doi=10.2478%2fs11532-012-0184-1&partnerID=40&md5=ebe1fef43fc2541860d372fe87c2b624","",121,"2016-12-21","Article","10.2478/s11532-012-0184-1","","",11,4,502,513,1
1,"D. Mihálik, Ľ. Nogová, K. Ondreičková, M. Gubišová, J. Gubiš, E. Gregová, I. Dokupilová, R. Drška, J. Kraic","A new high-molecular-weight glutenin subunit from the slovak wheat (Triticum aestivum L.) cultivar 'Trebišovská 76'",2013,"Food Science and Biotechnology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874835472&doi=10.1007%2fs10068-013-0045-5&partnerID=40&md5=229450203b409f306795a263799bf799","",122,"2016-12-21","Article","10.1007/s10068-013-0045-5","","",22,0,33,37,1
