Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
11,"…, Ľ Tóthová, M Kúdela, P Celec","Salivary markers of oxidative stress are related to age and oral health in adult non‐smokers",2013,"Journal of Oral …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/jop.12008/full","https://scholar.google.com/scholar?cites=3810733170579833853&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,"2016-11-25","","","","",0,0,0,0,11
17,"P Celec, D Ostatníková, J Hodosy","On the effects of testosterone on brain behavioral functions",2015,"From Sex Differences in …","books.google.com","https://books.google.com/books?hl=en&lr=&id=IRl4CwAAQBAJ&oi=fnd&pg=PA138&dq=celec&ots=pmvBdBoUaQ&sig=9njx7F03zeSZKeu98Mb4501r6_Q","https://scholar.google.com/scholar?cites=10613283827905739703&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,"2016-11-25","","","","",0,0,0,0,17
9,"…, I Šulková, M Behuliak, P Celec","Preferences of patients with post-menopausal osteoporosis treated with bisphosphonates–the VIVA II study",2009,"Journal of …","imr.sagepub.com","http://imr.sagepub.com/content/37/4/1225.short","https://scholar.google.com/scholar?cites=11198993208411706451&as_sdt=2005&sciodt=0,5&hl=en&num=20",75,"2016-11-25","","","","",0,0,0,0,9
9,"…, D Ostatníková, B Vlková, P Celec","Comparison of different collection procedures and two methods for DNA isolation from saliva",2012,"Clinical Chemistry and …","degruyter.com","http://www.degruyter.com/view/j/cclm.2012.50.issue-4/cclm.2011.814/cclm.2011.814.xml","https://scholar.google.com/scholar?cites=5434498777326039115&as_sdt=2005&sciodt=0,5&hl=en&num=20",76,"2016-11-25","","","","",0,0,0,0,9
9,"B Vlková, T Szemes, G Minárik, J Turňa, P Celec","Circulating free fetal nucleic acids in maternal plasma and preeclampsia",2010,"Medical hypotheses","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306987710000071","https://scholar.google.com/scholar?cites=11137464338210940984&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,"2016-11-25","","","","",0,0,0,0,9
9,"…, T Szemes, G Minarik, J Turna, P Celec","Advances in the research of fetal DNA in maternal plasma for noninvasive prenatal diagnostics",2010,"Medical Science …","medscimonit.com","http://www.medscimonit.com/abstract/index/idArt/878492/new/1/act/3","https://scholar.google.com/scholar?cites=9458419527946040621&as_sdt=2005&sciodt=0,5&hl=en&num=20",78,"2016-11-25","","","","",0,0,0,0,9
11,"…, O Pechanova, J Zicha, S Liskova, P Celec, ...","Melatonin improves the restoration of endothelium-derived constricting factor signalling and inner diameter in the rat femoral artery after cessation of L-NAME …",2010,"Journal of …","journals.lww.com","http://journals.lww.com/jhypertension/Abstract/2010/09001/Melatonin_improves_the_restoration_of.4.aspx","https://scholar.google.com/scholar?cites=11798703984167414207&as_sdt=2005&sciodt=0,5&hl=en&num=20",79,"2016-11-25","","","","",0,0,0,0,11
10,"…, K Arendasova, N Kamodyova, P Celec, ...","Doxorubicin-induced behavioral disturbances in rats: Protective effect of melatonin and captopril",2014,"Pharmacology …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0091305714001919","https://scholar.google.com/scholar?cites=11322172361396008302&as_sdt=2005&sciodt=0,5&hl=en&num=20",80,"2016-11-25","","","","",0,0,0,0,10
8,"P Celec, D Ostatnikova","Testosterone: an overview; insights into its physiology and clinical implications",2003,"","en.journals.sid.ir","http://en.journals.sid.ir/ViewPaper.aspx?ID=33525","https://scholar.google.com/scholar?cites=18227348135774779232&as_sdt=2005&sciodt=0,5&hl=en&num=20",81,"2016-11-25","","","","",0,0,0,0,8
8,"…, R Kollarova, J Hodosy, P Celec, ...","Reference values of skin autofluorescence as an estimation of tissue accumulation of advanced glycation end products in a general Slovak population",2014,"Diabetic …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/dme.12326/full","https://scholar.google.com/scholar?cites=4970494668620710674&as_sdt=2005&sciodt=0,5&hl=en&num=20",82,"2016-11-25","","","","",0,0,0,0,8
10,"…, M Behuliak, R Gardlík, P Jáni, J Turňa, P Celec","Oral in vivo bactofection in dextran sulfate sodium treated female Wistar rats",2010,"Folia …","ingentaconnect.com","http://www.ingentaconnect.com/content/isez/fb/2010/00000058/F0020003/art00005","https://scholar.google.com/scholar?cites=15782520082320449623&as_sdt=2005&sciodt=0,5&hl=en&num=20",83,"2016-11-25","","","","",0,0,0,0,10
8,"P Celec","Analysis of rhythmic variance-ANORVA. A new simple method for detecting rhythms in biological time series",2004,"Biological research","SciELO Chile","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-97602004000500007","https://scholar.google.com/scholar?cites=16457843598957286802&as_sdt=2005&sciodt=0,5&hl=en&num=20",84,"2016-11-25","HTML","","","",0,0,0,0,8
12,"…, V Hančinová, L Krížová, Ľ Tóthová, P Celec","Markers of oxidative stress in plasma and saliva in patients with multiple sclerosis",2015,"Clinical …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009912014007036","https://scholar.google.com/scholar?cites=13411612966083651504&as_sdt=2005&sciodt=0,5&hl=en&num=20",85,"2016-11-25","","","","",0,0,0,0,12
8,"P Celec, J Hodosy, R Gardlík, M Behuliak, ...","The effects of anti-inflammatory and anti-angiogenic DNA vaccination on diabetic nephropathy in rats",2011,"Human gene …","online.liebertpub.com","http://online.liebertpub.com/doi/abs/10.1089/hum.2011.030","https://scholar.google.com/scholar?cites=8046523430459187021&as_sdt=2005&sciodt=0,5&hl=en&num=20",86,"2016-11-25","","","","",0,0,0,0,8
9,"A Šteňo, J Bocko, B Rychlý, M Chorváth, P Celec, ...","Nonfunctioning pituitary adenomas: association of Ki-67 and HMGA-1 labeling indices with residual tumor growth",2014,"Acta …","Springer","http://link.springer.com/article/10.1007/s00701-014-1993-0","https://scholar.google.com/scholar?cites=14546260888904421695&as_sdt=2005&sciodt=0,5&hl=en&num=20",87,"2016-11-25","","","","",0,0,0,0,9
8,"P Celec, I Jurkovičová, R Buchta, I Bartík, R Gardlík, ...","Antioxidant vitamins prevent oxidative and carbonyl stress in an animal model of obstructive sleep apnea",2013,"Sleep and …","Springer","http://link.springer.com/article/10.1007/s11325-012-0728-9","https://scholar.google.com/scholar?cites=1203953634142472104&as_sdt=2005&sciodt=0,5&hl=en&num=20",88,"2016-11-25","","","","",0,0,0,0,8
8,"K Polgárová, M Behuliak, P Celec","Effect of saliva processing on bacterial DNA extraction",2010,"The new microbiologica","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.657.6685&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=16649545807610108447&as_sdt=2005&sciodt=0,5&hl=en&num=20",89,"2016-11-25","PDF","","","",0,0,0,0,8
11,"R Gardlik, A Bartonova, P Celec","Therapeutic DNA vaccination and RNA interference in inflammatory bowel disease",2013,"… journal of molecular …","spandidos-publications.com","https://www.spandidos-publications.com/ijmm/32/2/492?text=fulltext","https://scholar.google.com/scholar?cites=7199794750573637341&as_sdt=2005&sciodt=0,5&hl=en&num=20",90,"2016-11-25","HTML","","","",0,0,0,0,11
8,"D Ostatníková, P Celec, J Hodosy, R Hampl, Z Putz, ...","Short-term soybean intake and its effect on steroid sex hormones and cognitive abilities",2007,"Fertility and sterility","Elsevier","http://www.sciencedirect.com/science/article/pii/S0015028207002403","https://scholar.google.com/scholar?cites=18049674441565374997&as_sdt=2005&sciodt=0,5&hl=en&num=20",91,"2016-11-25","","","","",0,0,0,0,8
8,"GA Benesh, SE Celec","A simplified approach for calculating bond duration",1984,"Financial Review","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1540-6288.1984.tb00660.x/abstract","https://scholar.google.com/scholar?cites=4274654809686763054&as_sdt=2005&sciodt=0,5&hl=en&num=20",92,"2016-11-25","","","","",0,0,0,0,8
7,"K Adamicová, J Vána, J Celec, ...","[Massive localized lymphedema: a reactive lesion simulating liposarcoma (case report]",2002,"Ceskoslovenska …","europepmc.org","http://europepmc.org/abstract/med/12325478","https://scholar.google.com/scholar?cites=18328710046113534769&as_sdt=2005&sciodt=0,5&hl=en&num=20",93,"2016-11-25","Massive localized lymphedema: a reactive lesion simulating liposarcoma (case report","","","",0,0,0,0,7
7,"L Tothova, P Celec, D Ostatnikova, M Okuliarova, ...","Effect of exogenous testosterone on oxidative status of the testes in adult male rats",2013,"Andrologia","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/and.12032/full","https://scholar.google.com/scholar?cites=9135030668870543549&as_sdt=2005&sciodt=0,5&hl=en&num=20",94,"2016-11-25","HTML","","","",0,0,0,0,7
7,"H Fábryová, P Celec","On the origin and diagnostic use of salivary RNA",2014,"Oral diseases","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/odi.12098/full","https://scholar.google.com/scholar?cites=11519922830544498121&as_sdt=2005&sciodt=0,5&hl=en&num=20",95,"2016-11-25","","","","",0,0,0,0,7
7,"P Celec, J Hodosy, R Pálffy, R Gardlík, L Halčák, ...","The short-term effects of soybean intake on oxidative and carbonyl stress in men and women",2013,"Molecules","mdpi.com","http://www.mdpi.com/1420-3049/18/5/5190/htm","https://scholar.google.com/scholar?cites=14229795374102748757&as_sdt=2005&sciodt=0,5&hl=en&num=20",96,"2016-11-25","HTML","","","",0,0,0,0,7
8,"P Celec, D Tretinarova, G Minarik, A Ficek, T Szemes, ...","Genetic polymorphisms related to testosterone metabolism in intellectually gifted boys",2013,"PloS one","journals.plos.org","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054751","https://scholar.google.com/scholar?cites=15523930073675979368&as_sdt=2005&sciodt=0,5&hl=en&num=20",97,"2016-11-25","HTML","","","",0,0,0,0,8
7,"…, M Skokňová, Z Putz, M Kúdela, P Celec","Spatial abilities during the circalunar cycle in both sexes",2010,"Learning and Individual …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1041608010000646","https://scholar.google.com/scholar?cites=17868883600591093900&as_sdt=2005&sciodt=0,5&hl=en&num=20",98,"2016-11-25","","","","",0,0,0,0,7
7,"…, J Bábíčková, M Okuliarová, M Zeman, P Celec","No harmful effect of different Coca-cola beverages after 6months of intake on rat testes",2013,"Food and chemical …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0278691513006194","https://scholar.google.com/scholar?cites=2507838573284506011&as_sdt=2005&sciodt=0,5&hl=en&num=20",99,"2016-11-25","","","","",0,0,0,0,7
8,"P Celec, R Pálffy, R Gardlík, M Behuliak, ...","Renal and metabolic effects of three months of decarbonated cola beverages in rats",2010,"Experimental …","ebm.sagepub.com","http://ebm.sagepub.com/content/235/11/1321.short","https://scholar.google.com/scholar?cites=14717867010265620432&as_sdt=2005&sciodt=0,5&hl=en&num=20",100,"2016-11-25","","","","",0,0,0,0,8
9,"…, D Pindak, I Fridrichova, P Celec, ...","Relationship between Circulating Tumor Cells, Blood Coagulation, and Urokinase‐Plasminogen‐Activator System in Early Breast Cancer Patients",2015,"The breast …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/tbj.12388/full","https://scholar.google.com/scholar?cites=17001982588561304114&as_sdt=2005&sciodt=0,5&hl=en&num=20",101,"2016-11-25","","","","",0,0,0,0,9
8,"J Hodosy, I Mucska, P Celec","Salivary markers of oxidative stress in patients with obstructive sleep apnea treated with continuous positive airway pressure",2014,"Sleep and Breathing","Springer","http://link.springer.com/article/10.1007/s11325-013-0919-z","https://scholar.google.com/scholar?cites=10292678499123175023&as_sdt=2005&sciodt=0,5&hl=en&num=20",102,"2016-11-25","","","","",0,0,0,0,8
6,"M Weis, M Kopani, P Michalka, C Biro, P Celec, ...","Conformation study of the membrane models by the Maxwell displacement current technique and oxidative stress",2005,"Journal of biochemical …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0165022X0500165X","https://scholar.google.com/scholar?cites=9740327663058348279&as_sdt=2005&sciodt=0,5&hl=en&num=20",103,"2016-11-25","","","","",0,0,0,0,6
6,"I Jurkovicova, P Celec, I Mucska, ...","On the origin of cardiovascular complications of sleep apnea syndrome by the means of molecular interactions.",2002,"Bratislavske lekarske …","europepmc.org","http://europepmc.org/abstract/med/14604263","https://scholar.google.com/scholar?cites=17814587419483165055&as_sdt=2005&sciodt=0,5&hl=en&num=20",104,"2016-11-25","","","","",0,0,0,0,6
6,"S Lakatosova, P Celec, E Schmidtova, ...","The impact of serotonergic stimulation on reelin and glutamate decarboxylase gene expression in adult female rats.",2010,"Bratislavske lekarske …","europepmc.org","http://europepmc.org/abstract/med/21456502","https://scholar.google.com/scholar?cites=11650870122265275005&as_sdt=2005&sciodt=0,5&hl=en&num=20",105,"2016-11-25","","","","",0,0,0,0,6
6,"J Hodosy, J Páleš, D Ostatníková, P Celec","The effects of exogenous testosterone on spatial memory in rats",2010,"Central European Journal of …","Springer","http://link.springer.com/article/10.2478/s11535-010-0037-x","https://scholar.google.com/scholar?cites=14670331381921150012&as_sdt=2005&sciodt=0,5&hl=en&num=20",106,"2016-11-25","","","","",0,0,0,0,6
10,"…, Ľ Tóthová, P Stanko, J Turňa, P Celec","Salivary DNA and markers of oxidative stress in patients with chronic periodontitis",2015,"Clinical oral …","Springer","http://link.springer.com/article/10.1007/s00784-014-1236-z","https://scholar.google.com/scholar?cites=2561560849513768888&as_sdt=2005&sciodt=0,5&hl=en&num=20",107,"2016-11-25","","","","",0,0,0,0,10
6,"R Pálffy, R Gardlík, J Hodosy, L Halcák, P Celec","Antioxidative gene therapy using superoxide dismutase in ischemia-reperfusion injury of testes in rats",2006,"Gene Ther. Mol. Biol. A","gtmb.org","http://gtmb.org/volumes/Vol10/06.%20Palffy%20et%20al,%2055-60.pdf","https://scholar.google.com/scholar?cites=13428416805154180115&as_sdt=2005&sciodt=0,5&hl=en&num=20",108,"2016-11-25","PDF","","","",0,0,0,0,6
6,"SE Celec, JD Icerman","A Comprehensive Approach to Accounts Receivable Management",1980,"Financial Review","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1540-6288.1980.tb00477.x/full","https://scholar.google.com/scholar?cites=15822556759057951475&as_sdt=2005&sciodt=0,5&hl=en&num=20",109,"2016-11-25","","","","",0,0,0,0,6
5,"B Vlkova, I Mucska, J Hodosy, P Celec","Short‐term effects of continuous positive airway pressure on sex hormones in men and women with sleep apnoea syndrome",2014,"Andrologia","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/and.12092/full","https://scholar.google.com/scholar?cites=8715906744007375262&as_sdt=2005&sciodt=0,5&hl=en&num=20",110,"2016-11-25","HTML","","","",0,0,0,0,5
7,"P Celec, I Mucska, D Ostatnikova, J Hodosy","Testosterone and estradiol are not affected in male and female patients with obstructive sleep apnea treated with continuous positive airway pressure",2014,"Journal of endocrinological …","Springer","http://link.springer.com/article/10.1007/s40618-013-0003-3","https://scholar.google.com/scholar?cites=17263237951590734654&as_sdt=2005&sciodt=0,5&hl=en&num=20",111,"2016-11-25","","","","",0,0,0,0,7
5,"P Celec, T Cervenka, J Hodosy, P Boor, S Vesela, ...","Thiobarbituric acid reacting substances in saliva and their relation to the gingival inflammation",2004,"TMJ","tmj.ro","http://www.tmj.ro/pdf/2004_number_1_816314746124492.pdf","https://scholar.google.com/scholar?cites=10458503798496496201&as_sdt=2005&sciodt=0,5&hl=en&num=20",112,"2016-11-25","PDF","","","",0,0,0,0,5
5,"…, J Laznibatová, A Ficek, D Ostatníková, P Celec","Mental rotation in intellectually gifted boys is affected by the androgen receptor CAG repeat polymorphism",2013,"Neuropsychologia","Elsevier","http://www.sciencedirect.com/science/article/pii/S002839321300170X","https://scholar.google.com/scholar?cites=11378063460746112825&as_sdt=2005&sciodt=0,5&hl=en&num=20",113,"2016-11-25","","","","",0,0,0,0,5
7,"B Vlkova, P Celec","Does Enterococcus faecalis contribute to salivary thiobarbituric acid-reacting substances?",2009,"In Vivo","iv.iiarjournals.org","http://iv.iiarjournals.org/content/23/2/343.short","https://scholar.google.com/scholar?cites=13052793538982599255&as_sdt=2005&sciodt=0,5&hl=en&num=20",114,"2016-11-25","","","","",0,0,0,0,7
6,"…, L Slobodníková, A Liptáková, P Boor, P Celec","Bactofection with toll-like receptor 4 in a murine model of urinary tract infection",2011,"Current …","Springer","http://link.springer.com/article/10.1007/s00284-011-9922-4","https://scholar.google.com/scholar?cites=6279901241689270617&as_sdt=2005&sciodt=0,5&hl=en&num=20",115,"2016-11-25","","","","",0,0,0,0,6
8,"…, A Wagnerova, P Celec","Effects of bacteria‑mediated reprogramming and antibiotic pretreatment on the course of colitis in mice",2014,"Molecular medicine …","spandidos-publications.com","https://www.spandidos-publications.com/10.3892/mmr.2014.2244?text=abstract","https://scholar.google.com/scholar?cites=11865193712965891136&as_sdt=2005&sciodt=0,5&hl=en&num=20",116,"2016-11-25","HTML","","","",0,0,0,0,8
6,"…, H Hornychova, M Prochazka, P Celec","Amniotic fluid markers of oxidative stress in pregnancies complicated by preterm prelabor rupture of membranes",2015,"The Journal of …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.3109/14767058.2014.951628","https://scholar.google.com/scholar?cites=5150345291864963464&as_sdt=2005&sciodt=0,5&hl=en&num=20",117,"2016-11-25","","","","",0,0,0,0,6
5,"P Celec, D Ostatníková, Z Holešová, ...","Spatial abilities in prepubertal intellectually gifted boys and genetic polymorphisms related to testosterone metabolism",2009,"Journal of …","econtent.hogrefe.com","http://econtent.hogrefe.com/doi/abs/10.1027/0269-8803.23.1.1","https://scholar.google.com/scholar?cites=2883727138808029640&as_sdt=2005&sciodt=0,5&hl=en&num=20",118,"2016-11-25","","","","",0,0,0,0,5
5,"RJ Tersine, SE Celec","PORTFOLIO MANAGEMENT-PRACTICAL APPROACH",1976,"Atlanta …","… STATE UNIV 33 GILMER ST SE, …","","https://scholar.google.com/scholar?cites=8916946596402531495&as_sdt=2005&sciodt=0,5&hl=en&num=20",119,"2016-11-25","CITATION","","","",0,0,0,0,5
5,"DS Bible, SE Celec","Real estate investment analysis: new developments in traditional leverage concepts",1980,"Real Estate Economics","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/1540-6229.00212/abstract","https://scholar.google.com/scholar?cites=12476178943189260304&as_sdt=2005&sciodt=0,5&hl=en&num=20",120,"2016-11-25","","","","",0,0,0,0,5
4,"M KÚDELA, P CELEC","Contribution to the knowledge of occurrence of birds in a seepage canal of the Gabčíkovo hydropower project during the winter half-year (Danubian plain, …",2002,"Tichodroma","","","https://scholar.google.com/scholar?cites=383317669910999387&as_sdt=2005&sciodt=0,5&hl=en&num=20",121,"2016-11-25","CITATION","","","",0,0,0,0,4
4,"B Vlková, T Szemes, G Minárik, J Turňa, P Celec","Does maternal saliva contain fetal DNA usable for prenatal diagnostics?",2010,"Medical hypotheses","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306987709006276","https://scholar.google.com/scholar?cites=13354191253424958945&as_sdt=2005&sciodt=0,5&hl=en&num=20",122,"2016-11-25","","","","",0,0,0,0,4
4,"…, D Ostatníková, K Šebeková, P Celec, ...","Sex differences of oxidative stress markers in young healthy subjects are marker-specific in plasma but not in saliva",2013,"Annals of human …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.3109/03014460.2012.754495","https://scholar.google.com/scholar?cites=13013240115065628373&as_sdt=2005&sciodt=0,5&hl=en&num=20",123,"2016-11-25","","","","",0,0,0,0,4
5,"P Celec, Y Yonemitsu","Vascular endothelial growth factor targeted RNA interference as a modulator of angiogenesis",2008,"Biomedicine & Pharmacotherapy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0753332208000310","https://scholar.google.com/scholar?cites=8292289652182073216&as_sdt=2005&sciodt=0,5&hl=en&num=20",124,"2016-11-25","","","","",0,0,0,0,5
5,"…, J Babickova, L Tothova, D Ostatnikova, P Celec, ...","Effects of testosterone and estradiol on anxiety and depressive-like behavior via a non-genomic pathway",2015,"Neuroscience …","Springer","http://link.springer.com/article/10.1007/s12264-014-1510-8","https://scholar.google.com/scholar?cites=6444110726010104325&as_sdt=2005&sciodt=0,5&hl=en&num=20",125,"2016-11-25","","","","",0,0,0,0,5
4,"…, L Tothova, H Drahovska, J Turna, P Celec","On the origin of reactive oxygen species and antioxidative mechanisms in Enterococcus faecalis",2010,"Redox …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1179/135100010X12826446921581","https://scholar.google.com/scholar?cites=17109934644783435265&as_sdt=2005&sciodt=0,5&hl=en&num=20",126,"2016-11-25","","","","",0,0,0,0,4
4,"P Celec, M Príhodová","Pathogenesis of Alzheimer's disease and the role of heme oxygenase New perspectives and hypothesis",2003,"Folia Neuropathologica","biomed.szm.sk","http://biomed.szm.sk/pdf/publ/heme%20oxygenase.pdf","https://scholar.google.com/scholar?cites=9876217212084495601&as_sdt=2005&sciodt=0,5&hl=en&num=20",127,"2016-11-25","PDF","","","",0,0,0,0,4
4,"P Celec, D Ostatníková, J Hodosy, ...","Infradian rhythmic variations of salivary estradioland progesterone in healthy men",2006,"Biological Rhythm …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1080/09291010500410541","https://scholar.google.com/scholar?cites=14796605805068980207&as_sdt=2005&sciodt=0,5&hl=en&num=20",128,"2016-11-25","","","","",0,0,0,0,4
4,"P Celec, J Hodosy, P Jáni, P Janega, M Kúdela, ...","Advanced glycation end products in myocardial reperfusion injury",2012,"Heart and vessels","Springer","http://link.springer.com/article/10.1007/s00380-011-0147-z","https://scholar.google.com/scholar?cites=9457104155422527044&as_sdt=2005&sciodt=0,5&hl=en&num=20",129,"2016-11-25","","","","",0,0,0,0,4
5,"J Hodosy, P Celec, D Ostatníková, M Cagánová, ...","The effect of anastrozol on spatial memory in adult rats",2009,"… European journal of …","Springer","http://link.springer.com/article/10.2478/s11535-009-0011-7","https://scholar.google.com/scholar?cites=3928989523627882833&as_sdt=2005&sciodt=0,5&hl=en&num=20",130,"2016-11-25","","","","",0,0,0,0,5
8,"…, T Červenka, P Celec","Salivary markers of oxidative stress in oral diseases",2015,"Frontiers in cellular and …","ncbi.nlm.nih.gov","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4611854/","https://scholar.google.com/scholar?cites=17192289953809035895&as_sdt=2005&sciodt=0,5&hl=en&num=20",131,"2016-11-25","HTML","","","",0,0,0,0,8
4,"P Celec, J Hodosy","Student scientific activity at the Bratislava medical faculty 2000–2004. A scientometric study",2006,"Open Medicine","degruyter.com","http://www.degruyter.com/view/j/med.2006.1.issue-2/s11536-006-0017-8/s11536-006-0017-8.xml","https://scholar.google.com/scholar?cites=8743571236827752273&as_sdt=2005&sciodt=0,5&hl=en&num=20",132,"2016-11-25","","","","",0,0,0,0,4
4,"M Celec-Murcia","Teaching English as a Second or For-eign Language",2001,"","Visit Heinle&Heinle online at www. …","","https://scholar.google.com/scholar?cites=7415613487276884665&as_sdt=2005&sciodt=0,5&hl=en&num=20",133,"2016-11-25","CITATION","","","",0,0,0,0,4
4,"SE Celec, EJ Nosari, D Voich Jr","Performance measures for evaluating the financial benefits of state term commodity contracts",2003,"Journal of Public …","search.proquest.com","http://search.proquest.com/openview/a441e7c830eada0f3256fac63faa1f52/1?pq-origsite=gscholar","https://scholar.google.com/scholar?cites=11434449609944017093&as_sdt=2005&sciodt=0,5&hl=en&num=20",134,"2016-11-25","","","","",0,0,0,0,4
3,"P Celec","Intake of cola beverages containing caffeine does not increase, but reduces body weight",2012,"European journal of clinical nutrition","researchgate.net","https://www.researchgate.net/profile/Peter_Celec2/publication/221831936_Intake_of_cola_beverages_containing_caffeine_does_not_increase_but_reduces_body_weight/links/547df9050cf241bf4b5b99b2.pdf","https://scholar.google.com/scholar?cites=10251115822214716556&as_sdt=2005&sciodt=0,5&hl=en&num=20",135,"2016-11-25","PDF","","","",0,0,0,0,3
3,"M Behuliak, P Celec, R Gardlik, R Palffy","Ubiquitin–the kiss of death goes Nobel. Will you be quitting",2005,"Bratisl Lek Listy","biomed.wz.cz","http://biomed.wz.cz/pdf/publ/ubiquitin.pdf","https://scholar.google.com/scholar?cites=8088447648515107151&as_sdt=2005&sciodt=0,5&hl=en&num=20",136,"2016-11-25","PDF","","","",0,0,0,0,3
3,"…, T Szemes, G Minárik, J Turňa, P Celec","Testosterone and estradiol in maternal plasma and their relation to fetal sex",2010,"Prenatal …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/pd.2535/abstract","https://scholar.google.com/scholar?cites=12107586496401584865&as_sdt=2005&sciodt=0,5&hl=en&num=20",137,"2016-11-25","","","","",0,0,0,0,3
3,"N Kamodyová, G Minárik, J Hodosy, P Celec","Single consumption of Bryndza cheese temporarily affects oral microbiota and salivary markers of oxidative stress",2014,"Current microbiology","Springer","http://link.springer.com/article/10.1007/s00284-014-0649-x","https://scholar.google.com/scholar?cites=2508937646738085547&as_sdt=2005&sciodt=0,5&hl=en&num=20",138,"2016-11-25","","","","",0,0,0,0,3
5,"B Vlková, J Turňa, P Celec","Fetal DNA in maternal plasma in preeclamptic pregnancies",2015,"Hypertension in pregnancy","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.3109/10641955.2014.954722","https://scholar.google.com/scholar?cites=8149250771433149499&as_sdt=2005&sciodt=0,5&hl=en&num=20",139,"2016-11-25","","","","",0,0,0,0,5
4,"P Krajmer, M Spajdel, P Celec, ...","Relationship between salivary testosterone levels and empathizing/systemizing in Slovak boys with Asperger syndrome",2011,"Studia …","search.proquest.com","http://search.proquest.com/openview/0b3a38c2eef4bd8cde6692342ec48354/1?pq-origsite=gscholar","https://scholar.google.com/scholar?cites=17054582159881579673&as_sdt=2005&sciodt=0,5&hl=en&num=20",140,"2016-11-25","","","","",0,0,0,0,4
3,"…, M Mikulajová, L Guller, Z Putz, P Celec","Physical activity induces depression-like behavior in intact male rats",2012,"Pharmacology …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0091305711003868","https://scholar.google.com/scholar?cites=3682895275686829551&as_sdt=2005&sciodt=0,5&hl=en&num=20",141,"2016-11-25","","","","",0,0,0,0,3
3,"P Celec","Open access and those lacking funds",2004,"Science","science.sciencemag.org","http://science.sciencemag.org/content/303/5663/1467.3.short","https://scholar.google.com/scholar?cites=11742881090103780141&as_sdt=2005&sciodt=0,5&hl=en&num=20",142,"2016-11-25","","","","",0,0,0,0,3
6,"…, É Szökő, V Somoza, K Šebeková, P Celec","Prenatal dietary load of Maillard reaction products combined with postnatal Coca-Cola drinking affects metabolic status of female Wistar rats",2015,"Croatian medical …","hrcak.srce.hr","http://hrcak.srce.hr/file/205362","https://scholar.google.com/scholar?cites=1043720284449336257&as_sdt=2005&sciodt=0,5&hl=en&num=20",143,"2016-11-25","PDF","","","",0,0,0,0,6
8,"…, A Bartoňová, J Hodosy, R Gardlík, P Celec","Sex differences in experimentally induced colitis in mice: a role for estrogens",2015,"Inflammation","Springer","http://link.springer.com/article/10.1007/s10753-015-0180-7","https://scholar.google.com/scholar?cites=13081894203610134969&as_sdt=2005&sciodt=0,5&hl=en&num=20",144,"2016-11-25","","","","",0,0,0,0,8
6,"…, K Krajcirovicova, P Celec, ...","Hypertension and cardiovascular remodelling in rats exposed to continuous light: Protection by ACE-inhibition and melatonin",2014,"Mediators of …","hindawi.com","http://www.hindawi.com/journals/mi/2014/703175/abs/","https://scholar.google.com/scholar?cites=14149286537432333597&as_sdt=2005&sciodt=0,5&hl=en&num=20",145,"2016-11-25","","","","",0,0,0,0,6
3,"J Durdiaková, P Celec, J Laznibatová, G Minárik, ...","Differences in salivary testosterone, digit ratio and empathy between intellectually gifted and control boys",2015,"Intelligence","Elsevier","http://www.sciencedirect.com/science/article/pii/S0160289614001524","https://scholar.google.com/scholar?cites=3937181791767457553&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,"2016-11-25","","","","",0,0,0,0,3
